symbol,timestamp,date,week,hour,signal,source,confidence,entry_price,stop_loss,tp1,tp2,outcome,pnl_pct,exit_price,is_winner,executed,execution_mode,ml_probability,ml_vote,lstm_probability,lstm_vote,confluence_score,votes_for,votes_against,market_regime,market_regime_base,rsi,adx,atr,bb_position,trend,macd_histogram,cvd,orderbook_imbalance,operation_type,block_reason,voter_rsi,voter_macd,voter_trend,voter_adx,voter_bb,voter_orderbook,voter_cvd,voter_regime,voter_setup_validator,voter_llm,risk_distance_pct,reward_distance_pct,risk_reward
PAXGUSDT,2026-03-18 15:04:31.410826+00:00,2026-03-18,12,15,NO_SIGNAL,AGNO,8,4858.27,4916.56,4760.1,4688.74,INVALID,0.0,0.0,False,False,,,0,0.3811433911323547,0,0.75,3.0,1,,,16.729973473925654,25.0,0.0,-0.1109351245715604,strong_bearish,-14.059858369606928,0.0,0.1206927123352445,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (16.7 < 39.28) | MACD aligned (-14.0599) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=38.1% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.199809808841418,2.02067814263102,1.6841653799965712
PAXGUSDT,2026-03-18 16:05:21.021005+00:00,2026-03-18,12,16,NO_SIGNAL,AGNO,8,4855.61,4910.0,4758.0,4688.0,INVALID,0.0,0.0,False,False,,,0,0.3578859567642212,0,0.75,3.0,1,,,16.21246661166571,25.0,0.0,-0.0290766573324626,strong_bearish,-14.60587488801254,0.0,-0.0997408296630786,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (16.2 < 39.28) | MACD aligned (-14.6059) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=35.8% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1201476230586955,2.0102520589586,1.794631366059921
PAXGUSDT,2026-03-18 17:05:58.513682+00:00,2026-03-18,12,17,NO_SIGNAL,AGNO,8,4879.89,4938.0,4780.0,4710.0,INVALID,0.0,0.0,False,False,,,0,0.3522266447544098,0,0.75,3.0,1,,,28.332788919043907,25.0,0.0,0.141591959187371,strong_bearish,-12.416565614975934,0.0,-0.4747189357819766,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (28.3 < 39.28) | MACD aligned (-12.4166) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=35.2% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1908055304525238,2.0469723702788447,1.7189812424711908
PAXGUSDT,2026-03-18 18:04:22.658536+00:00,2026-03-18,12,18,NO_SIGNAL,AGNO,7,4873.41,4928.0,4775.0,4705.0,INVALID,0.0,0.0,False,False,,,0,0.3387198150157928,0,0.75,3.0,1,,,29.44805052821945,25.0,0.0,0.1890914354519039,strong_bearish,-10.040277006679016,0.0,0.0449228061168358,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (29.4 < 39.28) | MACD aligned (-10.0403) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=33.9% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1201602163577484,2.0193252773725145,1.8027111192526029
PAXGUSDT,2026-03-18 19:04:24.663888+00:00,2026-03-18,12,19,NO_SIGNAL,AGNO,8,4840.66,4898.75,4743.85,4670.44,INVALID,0.0,0.0,False,False,,,0,0.3303779661655426,0,0.75,3.0,1,,,23.619285088584405,25.0,0.0,0.0762314989650383,strong_bearish,-10.207566664967164,0.0,-0.6193818753273966,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (23.6 < 39.28) | MACD aligned (-10.2076) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=33.0% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2000429693471582,1.9999338933120585,1.6665519022206792
PAXGUSDT,2026-03-18 20:04:33.769352+00:00,2026-03-18,12,20,NO_SIGNAL,AGNO,8,4835.28,4893.3,4738.57,4664.54,INVALID,0.0,0.0,False,False,,,0,0.284555584192276,0,0.75,3.0,1,,,22.33971445355865,25.0,0.0,0.0896218197325053,strong_bearish,-10.184654586405165,0.0,-0.3357678720279442,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (22.3 < 39.28) | MACD aligned (-10.1847) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.03) | Bi-LSTM contra prob=28.5% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.199930510746026,2.000090997832598,1.66683902102722
PAXGUSDT,2026-03-18 21:03:59.273116+00:00,2026-03-18,12,21,NO_SIGNAL,AGNO,8,4813.83,4870.0,4715.0,4645.0,INVALID,0.0,0.0,False,False,,,0,0.340589702129364,0,0.75,3.0,1,,,19.99504143263946,25.0,0.0,0.0681436099899001,strong_bearish,-10.670818128501208,0.0,0.5216604320019309,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (20.0 < 21.19) | MACD aligned (-10.6708) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=34.1% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.166846357266461,2.0530430031804183,1.7594801495460175
PAXGUSDT,2026-03-18 22:05:20.526576+00:00,2026-03-18,12,22,NO_SIGNAL,AGNO,8,4813.68,4871.64,4716.41,4647.7,INVALID,0.0,0.0,False,False,,,0,0.3230167925357818,0,0.75,3.0,1,,,19.76045940136623,25.0,0.0,0.1101826752171985,strong_bearish,-10.267963298053791,0.0,0.4853455229900512,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [RSI contra SELL (19.8 < 21.19) | MACD aligned (-10.2680) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=32.3% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2040684050456207,2.020699340213733,1.6782263630089782
PAXGUSDT,2026-03-18 23:04:07.485764+00:00,2026-03-18,12,23,NO_SIGNAL,AGNO,8,4825.2,4878.0,4727.7,4658.0,INVALID,0.0,0.0,False,False,,,0,0.3047789931297302,0,1.0,3.0,0,,,25.463878862567125,25.0,0.0,0.1926458066076076,strong_bearish,-8.346425169837559,0.0,-0.47330611401106,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-8.3464) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=30.5% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.0942551604078623,2.0206416314349664,1.8465909090909027
PAXGUSDT,2026-03-19 00:04:50.728453+00:00,2026-03-19,12,0,NO_SIGNAL,AGNO,8,4832.79,4880.0,4732.79,4682.79,INVALID,0.0,0.0,False,False,,,0,0.330284833908081,0,1.0,3.0,0,,,26.912426361815307,25.0,0.0,0.2328755507616166,strong_bearish,-6.164809886490502,0.0,0.3481336911441816,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-6.1648) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=33.0% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,0.9768684341757046,2.0691981236511414,2.1181952976064378
PAXGUSDT,2026-03-19 01:04:23.494912+00:00,2026-03-19,12,1,NO_SIGNAL,AGNO,8,4836.24,4894.26,4739.52,4667.47,INVALID,0.0,0.0,False,False,,,0,0.2500413358211517,0,1.0,3.0,0,,,29.0939924935985,25.0,0.0,0.2748211495158804,strong_bearish,-3.82030240976205,0.0,0.0355242150079829,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-3.8203) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=25.0% (ignorado: acc=55.9% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1996923229616487,1.999900749342451,1.6670113753877736
PAXGUSDT,2026-03-19 02:04:29.430448+00:00,2026-03-19,12,2,NO_SIGNAL,AGNO,8,4836.0,4894.03,4738.68,4666.74,INVALID,0.0,0.0,False,False,,,0,0.2335823774337768,0,1.0,3.0,0,,,32.714918561289934,25.0,0.0,0.3262175003552315,strong_bearish,-1.2766568423856055,0.0,-0.1893007977475365,DAY_TRADE,"Confluência: confluência insuficiente: score=100.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (-1.2767) | Trend aligned (strong_bearish) | ADX weak trend (0.0 < 27.39) | Bi-LSTM contra prob=23.4% (ignorado: acc=55.4% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.1999586435070253,2.012406947890813,1.6770635877994164
PAXGUSDT,2026-03-19 02:57:57.165498+00:00,2026-03-19,12,2,SELL,AGNO,8,4845.29,4968.46186013,4598.94627973,4352.60255947,TP2_HIT,7.626284090322759,4352.60255947,True,True,real,0.8219688971120425,0,0.2497438341379165,0,0.8,4.0,1,,,32.714918561289934,43.29706756304104,25.02900044306708,0.3262175003552315,strong_bearish,-1.2766568423856055,1.0,-0.0916738275066707,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.5420946967054587,5.084189393617302,2.0000000000811866
PAXGUSDT,2026-03-19 07:03:56.579882+00:00,2026-03-19,12,7,SELL,AGNO,8,4760.3,4928.67843552,4423.54312896,4086.78625793,TP1_HIT,7.074278323635067,4423.54312896,True,False,,0.5727371545754675,0,0.3231260776519775,0,0.714,5.0,2,,,20.065767546450136,42.78705778673176,28.10298505915508,-0.1586865177142631,strong_bearish,-1.2955267834138624,-1.0,0.5451895043731779,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.537139161817524,7.074278323635067,2.0000000000000053
PAXGUSDT,2026-03-19 08:05:24.707046+00:00,2026-03-19,12,8,SELL,AGNO,8,4724.28,4917.02983413,4338.78033174,3953.2806635,TP1_HIT,8.159966561253768,4338.78033174,True,False,,0.9378456103031798,0,0.315225601196289,0,0.857,6.0,1,,,16.769925433654787,44.40043843985029,29.979913750285288,-0.2485460899214867,strong_bearish,-5.935674711023246,-1.0,-0.7448714925725066,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.079983280626903,8.159966561253768,1.9999999999999905
PAXGUSDT,2026-03-19 09:04:53.015115+00:00,2026-03-19,12,9,SELL,AGNO,8,4707.35,4893.32467613,4335.40064774,3963.45129547,TP1_HIT,7.901459467853473,4335.40064774,True,False,,0.6982515251417795,0,0.3413140773773193,0,0.571,4.0,3,,,15.676684804377311,46.2803577892471,31.54992043754536,-0.15172419441469,strong_bearish,-9.131452203456789,1.0,0.7326034174721702,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.9507297339267176,7.901459467853473,2.0000000000000098
PAXGUSDT,2026-03-19 10:04:19.264279+00:00,2026-03-19,12,10,SELL,AGNO,8,4698.8,4892.78502058,4310.82995884,3922.85991767,TP1_HIT,8.256789843364276,4310.82995884,True,False,,0.8990006798255317,0,0.4338785707950592,0,0.857,6.0,1,,,14.95452979224564,48.025799462916105,31.85206860588684,-0.075036937230865,strong_bearish,-10.938748242011728,-1.0,-0.2158529778006784,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.128394921682118,8.256789843364276,2.0000000000000093
PAXGUSDT,2026-03-19 11:03:58.766215+00:00,2026-03-19,12,11,SELL,AGNO,8,4685.68,4881.93715054,4293.16569892,3900.65139783,TP1_HIT,8.376890890543105,4293.16569892,True,False,,0.8166361715411442,0,0.340533584356308,0,0.714,5.0,2,,,13.641595255979642,49.840173920935285,33.352635139367486,-0.048341668833443,strong_bearish,-12.366833052186957,-1.0,0.3328792007266122,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.188445445271553,8.376890890543105,2.0
PAXGUSDT,2026-03-19 12:00:19.552552+00:00,2026-03-19,12,12,SELL,AGNO,8,4647.24,4874.04799407,4193.62401185,3740.0080237,TP1_HIT,9.760976152512024,4193.62401185,True,False,,0.6214478297698703,0,0.44602170586586,0,0.833,5.0,1,,,12.248393847319036,51.630806168986815,34.24744691512696,-0.0346091399310484,strong_bearish,-13.710095143954176,-1.0,-0.0342558911908905,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.880488076148422,9.760976152512024,2.0000000000440896
PAXGUSDT,2026-03-19 13:04:55.660952+00:00,2026-03-19,12,13,SELL,AGNO,8,4543.8,4801.54134051,4028.31731898,3512.83463796,EXPIRED,3.259606496764836,4395.69,True,False,,0.6108633255658208,0,0.4580453932285309,0,0.833,5.0,1,,,9.186928385426308,53.90431472139523,40.15620169881693,-0.128968255341303,strong_bearish,-17.99945254610803,-1.0,0.116095312564303,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,5.672374235441692,11.344748470883404,2.000000000000004
PAXGUSDT,2026-03-19 14:04:58.931575+00:00,2026-03-19,12,14,SELL,AGNO,8,4623.36,4787.94093912,4294.19812176,3965.03624352,TP1_HIT,7.11953813330565,4294.19812176,True,False,,0.1431682889476532,0,0.4611212909221649,0,0.714,5.0,2,,,22.10918917351759,56.10171337216419,45.32933040013592,0.0671020598529163,strong_bearish,-16.398183013300375,-1.0,0.5488517786955567,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.559769066652825,7.11953813330565,2.0
PAXGUSDT,2026-03-19 15:04:38.735045+00:00,2026-03-19,12,15,SELL,AGNO,8,4609.22,4785.49837639,4256.66324721,3904.10649442,TP1_HIT,7.64894608610568,4256.66324721,True,False,,0.2926567404663673,0,0.5592247247695923,0,0.571,4.0,3,,,20.989210604637154,57.08976825012586,46.68652131297779,0.0817000161112805,strong_bearish,-14.9913213846189,1.0,0.2552517985611512,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.824473042944353,7.64894608610568,2.000000000056733
PAXGUSDT,2026-03-19 16:05:19.335991+00:00,2026-03-19,12,16,SELL,AGNO,8,4618.68,4784.98583656,4286.06832688,3953.45665375,TP1_HIT,7.201444419617725,4286.06832688,True,False,,0.4878073699118562,0,0.540712833404541,0,0.857,6.0,1,,,20.711314154333003,58.09908076440253,48.4160552082006,0.1206371109957933,strong_bearish,-13.002417152196216,-1.0,-0.7077391966909765,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.6007222098088625,7.201444419617725,2.0
PAXGUSDT,2026-03-19 17:05:20.463873+00:00,2026-03-19,12,17,SELL,AGNO,8,4596.25,4784.96149259,4218.82701481,3841.40402963,TP1_HIT,8.211541695730213,4218.82701481,True,False,,0.1885255949765293,0,0.5370534658432007,0,0.714,5.0,2,,,20.00786983618228,59.03636938919102,48.33490864183954,0.1409020370865922,strong_bearish,-11.078790328851184,-1.0,0.5727600480705035,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,4.105770847756314,8.211541695730213,2.000000000052995
PAXGUSDT,2026-03-19 18:04:04.761503+00:00,2026-03-19,12,18,SELL,AGNO,8,4610.75,4785.10860178,4262.03279644,3913.3155929,TP1_HIT,7.563134057582816,4262.03279644,True,False,,0.1596438692755774,0,0.6007980108261108,0,0.833,5.0,1,,,28.361049676299345,59.614031984030646,48.82527258742561,0.244067956067892,strong_bearish,-6.767462064843386,-1.0,0.6132169802745205,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.781567028791408,7.563134057582816,2.0
PAXGUSDT,2026-03-19 19:04:19.251899+00:00,2026-03-19,12,19,SELL,AGNO,8,4638.22,4784.60856032,4345.44287936,4052.66575872,TP1_HIT,6.31227325655101,4345.44287936,True,False,,0.4556140745840091,0,0.6348974704742432,0,0.833,5.0,1,,,30.37424262352797,60.15041844284874,47.158467730501386,0.2861813617752342,strong_bearish,-2.586265447990428,1.0,-0.4757090777464641,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.1561366282754952,6.31227325655101,2.000000000000006
PAXGUSDT,2026-03-19 20:04:19.075221+00:00,2026-03-19,12,20,SELL,AGNO,8,4657.39,4784.47980714,4403.21038571,4149.03077142,TP2_HIT,8.18633228986622,4149.03077142,True,False,,0.338383194621324,0,0.656067967414856,0,0.8,4.0,1,,,35.60651339560839,58.96968557879247,46.72929048081493,0.3571713022002608,strong_bearish,2.125878009692869,-1.0,-0.0068756702201478,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.7287774298480416,5.457554859910814,2.000000000078692
PAXGUSDT,2026-03-19 21:05:01.808207+00:00,2026-03-19,12,21,NO_SIGNAL,AGNO,8,4662.72,4720.0,4568.0,4498.0,INVALID,0.0,0.0,False,False,,,0,0.6485469341278076,0,0.5,3.0,3,,,37.3187451270893,57.87322850208016,44.67291163354844,0.3936290268596299,strong_bearish,6.047195596577808,1.0,0.2276427205681509,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (6.0472) | Trend aligned (strong_bearish) | ADX strong trend (57.9 >= 27.03) | Orderbook contra (buy_pressure, imb=0.23) | CVD contra (positive) | Bi-LSTM prob=64.9% (ignorado: acc=55.5% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.228467503946189,2.031432297028349,1.6536312849162127
PAXGUSDT,2026-03-19 22:04:46.445645+00:00,2026-03-19,12,22,SELL,AGNO,8,4668.9,4781.90593678,4442.88812644,4216.87625289,TP2_HIT,7.261192365118121,4216.87625289,True,False,,0.2146301529704253,0,0.7198400497436523,0,0.667,4.0,2,,,40.75791532864887,56.46665722513696,42.91198925641493,0.4520505954594292,strong_bearish,9.709790132472762,-1.0,0.2181891240289312,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.42039745507508,4.840794910150141,1.999999999999992
PAXGUSDT,2026-03-19 23:03:54.128047+00:00,2026-03-19,12,23,NO_SIGNAL,AGNO,8,4650.0,4706.0,4558.0,4484.0,INVALID,0.0,0.0,False,False,,,0,0.7248208522796631,0,0.6,3.0,2,,,36.492713446175,55.40734224279476,42.82827563507705,0.3901344241360403,strong_bearish,10.314473907484953,1.0,-0.1312513278096453,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (10.3145) | Trend aligned (strong_bearish) | ADX strong trend (55.4 >= 27.03) | CVD contra (positive) | Bi-LSTM prob=72.5% (ignorado: acc=55.5% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2043010752688172,1.9784946236559144,1.642857142857143
PAXGUSDT,2026-03-20 00:04:08.421676+00:00,2026-03-20,12,0,NO_SIGNAL,AGNO,8,4658.88,4715.0,4565.0,4495.0,INVALID,0.0,0.0,False,False,,,0,0.7356482148170471,0,0.5,3.0,3,,,38.48239807046064,54.42447894980463,40.82625644286253,0.4388217112766097,strong_bearish,11.239642461359118,1.0,0.3091058244462676,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (11.2396) | Trend aligned (strong_bearish) | ADX strong trend (54.4 >= 27.03) | Orderbook contra (buy_pressure, imb=0.31) | CVD contra (positive) | Bi-LSTM prob=73.6% (ignorado: acc=55.5% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2045813586097922,2.0150765849302856,1.6728439059158997
PAXGUSDT,2026-03-20 01:04:10.780029+00:00,2026-03-20,12,1,SELL,AGNO,8,4670.49,4778.55661418,4454.35677164,4238.22354327,TP2_HIT,6.941452450278231,4238.22354327,True,False,,0.4037304219861955,0,0.7531046867370605,0,0.833,5.0,1,,,39.9568997331103,52.926963649434526,39.34938060742223,0.4918615550155849,strong_bearish,12.152445369487154,-1.0,-0.318860001786831,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.3138174833903986,4.627634966780778,1.999999999999992
PAXGUSDT,2026-03-20 02:04:10.783491+00:00,2026-03-20,12,2,SELL,AGNO,6,4685.05,4778.92927056,4497.29145888,4309.53291776,TP2_HIT,6.011415282227515,4309.53291776,True,False,,0.3551923837074044,0,0.7430734634399414,0,0.8,4.0,1,,,46.14458630960677,50.26912378667856,40.59156853668594,0.679150796466747,neutral,14.265960852052572,-1.0,-0.3026884301488239,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.003805094075835,4.00761018815167,2.0
PAXGUSDT,2026-03-20 03:03:55.764281+00:00,2026-03-20,12,3,BUY,AGNO,6,4701.34,4560.4384565,4983.143087,5264.94617399,SL_HIT,-2.997050702565654,4560.4384565,False,False,,0.4726689304562936,0,0.7240719795227051,0,1.0,5.0,0,,,50.14259048571213,47.70006519227724,39.89145694803317,0.8428245112344983,neutral,16.529263290395775,1.0,0.8427340663525155,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.997050702565654,5.994101405131308,2.0
PAXGUSDT,2026-03-20 04:04:42.279876+00:00,2026-03-20,12,4,NO_SIGNAL,AGNO,5,4725.53,4668.0,4818.0,4890.0,INVALID,0.0,0.0,False,False,,,0,0.7075095176696777,0,0.75,3.0,1,,,55.3478089152455,44.298045708940855,39.96492519192248,1.0026465697576603,neutral,19.2783228719029,-1.0,-0.0961637487126675,DAY_TRADE,"Confluência: confluência insuficiente: score=75.0% (mín 55%), votos=3 (mín 4). Votos: [MACD aligned (19.2783) | ADX strong trend (44.3 >= 29.39) | CVD contra (negative) | Bi-LSTM prob=70.8% (ignorado: acc=55.5% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.2174295793276046,1.9568175421592973,1.6073353033200182
PAXGUSDT,2026-03-20 05:03:32.282528+00:00,2026-03-20,12,5,BUY,AGNO,6,4715.01,4557.09629377,5030.83741247,5346.66482493,SL_HIT,-3.349170123287131,4557.09629377,False,False,,0.5937007475377083,0,0.6920595765113831,0,1.0,5.0,0,,,53.91980494783587,41.1389969638296,38.0831459818184,0.9372332895362236,neutral,19.988035885336203,1.0,0.8562023150238871,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.349170123287131,6.69834024678633,2.00000000006332
PAXGUSDT,2026-03-20 06:03:32.010576+00:00,2026-03-20,12,6,SELL,AGNO,7,4696.4,4778.21181858,4507.03,4317.66,TP2_HIT,6.04835618771825,4317.66,True,False,,0.1208727664139588,0,0.68445885181427,0,0.667,4.0,2,,,46.92670429110704,39.089331628593605,38.20006194571699,0.7280008234644406,strong_bearish,17.543488422402298,-1.0,0.5073308011729282,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,1.7420112975896511,4.032237458478833,2.314702243354032
PAXGUSDT,2026-03-20 07:03:45.677740+00:00,2026-03-20,12,7,SELL,AGNO,8,4676.72,4778.28124572,4473.59750856,4270.47501713,TP2_HIT,6.514902263872971,4270.47501713,True,False,,0.5142404646302002,0,0.6694917678833008,0,0.667,4.0,2,,,43.96484514015146,37.82905136660097,38.43148572679781,0.6258561583662575,strong_bearish,14.35113408745864,1.0,-0.4877763328998699,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.1716340879932843,4.343268175986588,2.000000000000009
PAXGUSDT,2026-03-20 08:04:27.547022+00:00,2026-03-20,12,8,BUY,AGNO,5,4705.5,4556.42056592,5003.65886816,5301.81773632,SL_HIT,-3.1681953900754496,4556.42056592,False,False,,0.7469866108004761,0,0.6368120908737183,0,0.8,4.0,1,,,51.34537764310749,36.33592108455952,38.52280723911887,0.8207310459591121,neutral,14.260650929933265,-1.0,0.4639105692885579,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,3.1681953900754496,6.3363907801508805,1.999999999999994
PAXGUSDT,2026-03-20 09:04:53.063101+00:00,2026-03-20,12,9,NO_SIGNAL,AGNO,6,4686.61,4740.0,4590.0,4520.0,INVALID,0.0,0.0,False,False,,,0,0.6169897317886353,0,0.6,3.0,2,,,48.83575362886847,34.10768224733438,39.24974946498945,0.7228899491861056,neutral,12.85423615495661,-1.0,0.4619929105947222,DAY_TRADE,"Confluência: confluência insuficiente: score=60.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (12.8542) | ADX strong trend (34.1 >= 26.94) | Orderbook contra (buy_pressure, imb=0.46) | CVD aligned (negative) | Bi-LSTM prob=61.7% (ignorado: acc=55.5% < 60.0%)]",0,0,0,0,0,0,0,0,0,0,1.139202963335979,2.061404725377185,1.809514890428902
PAXGUSDT,2026-03-20 10:04:20.090297+00:00,2026-03-20,12,10,SELL,AGNO,8,4654.01,4749.41250147,4463.20499706,4272.39999412,TP2_HIT,6.149696807914039,4272.39999412,True,False,,0.4893336336830381,0,0.5620031356811523,0,0.833,5.0,1,,,43.9172305464245,32.752329313790675,39.408338229467056,0.5275290631500696,strong_bearish,9.69805930864172,-1.0,-0.974028085434999,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,2.0498989359713464,4.099797871942693,2.0
PAXGUSDT,2026-03-20 11:03:51.508877+00:00,2026-03-20,12,11,SELL,AGNO,8,4658.99,4749.19225163,4478.58549674,4298.18099348,TP2_HIT,5.808270781650092,4298.18099348,True,False,,0.2070759984380158,0,0.5159633159637451,0,0.667,4.0,2,,,40.95673551245908,31.91388229738801,38.674172096621305,0.3831180011477407,strong_bearish,6.19861159623164,-1.0,0.2955713504647349,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,1.9360902605500403,3.872180521100061,1.99999999999999
PAXGUSDT,2026-03-20 12:03:44.818670+00:00,2026-03-20,12,12,NO_SIGNAL,AGNO,6,4681.05,4735.0,4590.0,4520.0,INVALID,0.0,0.0,False,False,,,0,0.5030862092971802,0,0.5,3.0,3,,,46.085871384869925,30.93099304455528,38.54458897894118,0.533640421138954,strong_bearish,5.469600270634778,1.0,0.6457366002333501,DAY_TRADE,"Confluência: confluência insuficiente: score=50.0% (mín 55%), votos=3 (mín 4). Votos: [MACD contra (5.4696) | Trend aligned (strong_bearish) | ADX strong trend (30.9 >= 26.94) | Orderbook contra (strong_buy_pressure, imb=0.65) | CVD contra (positive)]",0,0,0,0,0,0,0,0,0,0,1.1525191997521884,1.9450764251610253,1.6876737720111303
PAXGUSDT,2026-03-20 13:05:05.354152+00:00,2026-03-20,12,13,SELL,AGNO,7,4671.41,4749.02770699,4516.17458602,4360.93917204,TP2_HIT,4.984643201303246,4360.93917204,True,False,,0.4134883592226221,0,0.4825212061405182,0,0.667,4.0,2,,,47.76678981571747,29.33893838596122,38.12568996472054,0.575845727022821,strong_bearish,5.45490903570397,1.0,-0.223332235517986,DAY_TRADE,,0,0,0,0,0,0,0,0,0,0,1.6615477337677584,3.3230954675354973,1.999999999999988
